old_species,new_species,ani,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date,biosample,genome
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9902040798787212,SRR4417294,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,CSF,Canada,,SRS1739269,ENA_SAMN05898639
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990310441411708,SRR4417296,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739270,ENA_SAMN05898640
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903853158658784,SRR4417299,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739272,ENA_SAMN05898544
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9902223831648737,SRR4417298,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739273,ENA_SAMN05898642
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904045899044236,SRR4417300,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739274,ENA_SAMN05898643
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903621522850268,SRR4417303,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739276,ENA_SAMN05898645
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990118018292094,SRR4417304,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,,SRS1739277,ENA_SAMN05898646
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903888575313544,SRR4417305,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739278,ENA_SAMN05898647
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990441131886262,SRR4417307,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739280,ENA_SAMN05898649
Streptococcus pneumoniae,,,SRR4417309,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739282,
Streptococcus pneumoniae,,,SRR4417309,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,CSF,Canada,,SRS1739282,
Streptococcus pneumoniae,,,SRR4417309,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739282,
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990408543403092,SRR4417312,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739285,ENA_SAMN05898653
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904726774236832,SRR4417317,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739290,ENA_SAMN05898658
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9902109146708816,SRR4417319,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739292,ENA_SAMN05898660
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9900351543830506,SRR4417320,Resistant,erythromycin,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Other Sterile Site,Canada,,SRS1739293,ENA_SAMN05898661
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990385436008075,SRR4417322,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,,SRS1739295,ENA_SAMN05898546
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904499136803792,SRR4417323,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739296,ENA_SAMN05898663
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990027420671702,SRR4417324,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Other Sterile Site,Canada,,SRS1739297,ENA_SAMN05898664
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9900405438802948,SRR4417327,Resistant,erythromycin,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,,Respiratory,Canada,,SRS1739300,ENA_SAMN05898667
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904304303390248,SRR4417328,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739301,ENA_SAMN05898668
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904562331390938,SRR4417330,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739303,ENA_SAMN05898547
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903750565683074,SRR4417333,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Respiratory,Canada,,SRS1739305,ENA_SAMN05898549
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9902820301390272,SRR4417335,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739307,ENA_SAMN05898551
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903156586549502,SRR4417336,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739308,ENA_SAMN05898552
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9907614726454056,SRR4417339,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739310,ENA_SAMN05898553
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9901746398373183,SRR4417340,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739311,ENA_SAMN05898554
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904008371047625,SRR4417343,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739313,ENA_SAMN05898556
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904197782768992,SRR4417345,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,,SRS1739314,ENA_SAMN05898557
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9902401619590624,SRR4417353,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739321,ENA_SAMN05898563
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903629640174036,SRR4417354,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739322,ENA_SAMN05898564
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9902002504641416,SRR4417355,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,,SRS1739323,ENA_SAMN05898565
Streptococcus pneumoniae,Streptococcus pneumoniae,0.989308068640726,SRR4417356,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,,SRS1739324,ENA_SAMN05898566
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990411933514996,SRR4417357,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739325,ENA_SAMN05898567
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9901446119757144,SRR4417359,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739327,ENA_SAMN05898569
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904175148326916,SRR4417364,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739332,ENA_SAMN05898573
Streptococcus pneumoniae,,,SRR4417367,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739335,
Streptococcus pneumoniae,,,SRR4417367,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,,SRS1739335,
Streptococcus pneumoniae,,,SRR4417367,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739335,
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904419820914204,SRR4417368,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,CSF,Canada,,SRS1739336,ENA_SAMN05898577
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904382948576532,SRR4417369,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739338,ENA_SAMN05898578
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903698696279744,SRR4417372,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739340,ENA_SAMN05898581
Streptococcus pneumoniae,Streptococcus pneumoniae,0.99044616337248,SRR4417373,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,,SRS1739342,ENA_SAMN05898582
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903672376732175,SRR4417378,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739346,ENA_SAMN05898586
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904175148326916,SRR4417380,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739348,ENA_SAMN05898588
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904175148326916,SRR4417383,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739351,ENA_SAMN05898591
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9900714871188848,SRR4417384,Resistant,erythromycin,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,,Blood,Canada,,SRS1739352,ENA_SAMN05898592
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9907678840635616,SRR4417386,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739354,ENA_SAMN05898593
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9901160977907324,SRR4417390,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739358,ENA_SAMN05898597
Streptococcus pneumoniae,,,SRR4417391,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739359,
Streptococcus pneumoniae,,,SRR4417391,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,,SRS1739359,
Streptococcus pneumoniae,,,SRR4417391,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739359,
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990170350738641,SRR4417394,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739362,ENA_SAMN05898601
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9901102533749152,SRR4417397,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,,SRS1739364,ENA_SAMN05898603
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990123333543913,SRR4417400,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739368,ENA_SAMN05898606
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903366352655728,SRR4417403,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Synovial Fluid,Canada,,SRS1739371,ENA_SAMN05898609
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903621522850268,SRR4417407,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739375,ENA_SAMN05898541
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903888575313544,SRR4417410,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739378,ENA_SAMN05898615
Streptococcus pneumoniae,Streptococcus pneumoniae,0.990292868800606,SRR4417412,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739380,ENA_SAMN05898617
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903931346410082,SRR4417413,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,,Respiratory,Canada,,SRS1739381,ENA_SAMN05898618
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904640900066596,SRR4417414,Resistant,erythromycin,,2.0,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Blood,Canada,,SRS1739382,ENA_SAMN05898619
Streptococcus pneumoniae,,,SRR4417415,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739383,
Streptococcus pneumoniae,,,SRR4417415,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,Sensititre,CLSI,2013,28531208,Respiratory,Canada,,SRS1739383,
Streptococcus pneumoniae,,,SRR4417415,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739383,
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904522648872772,SRR4417416,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739384,ENA_SAMN05898621
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903595013677832,SRR4417417,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739385,ENA_SAMN05898622
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9898157884546076,SRR4417418,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,Blood,Canada,,SRS1739386,ENA_SAMN05898542
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9904175148326916,SRR4417422,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739390,ENA_SAMN05898626
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903916555408844,SRR4417425,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739393,ENA_SAMN05898629
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9903809973348724,SRR4417426,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,Respiratory,Canada,,SRS1739394,ENA_SAMN05898630
Streptococcus pneumoniae,Streptococcus pneumoniae,0.989960313143596,SRR4417427,Resistant,erythromycin,,2.0,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739395,ENA_SAMN05898631
Streptococcus pneumoniae,Streptococcus pneumoniae,0.9901943394020334,SRR4417428,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,28531208,,Canada,,SRS1739396,ENA_SAMN05898632
Staphylococcus aureus,Staphylococcus aureus,0.9918592857186624,SRR6994965,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739407,ENA_SAMN04901605
Staphylococcus aureus,Staphylococcus aureus,0.9981927347518452,SRR6985636,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,CP029677,SRS1739408,ENA_SAMN04901606
Staphylococcus aureus,Staphylococcus aureus,0.9980708021849084,SRR6985724,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739409,ENA_SAMN04901615
Staphylococcus aureus,Staphylococcus aureus,0.9981503656433892,SRR6985655,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739410,ENA_SAMN04901616
Staphylococcus aureus,Staphylococcus aureus,0.99222441674717,SRR6985734,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739411,ENA_SAMN04901617
Staphylococcus aureus,Staphylococcus aureus,0.991908808223446,SRR6985727,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,CP029662,SRS1739412,ENA_SAMN04901618
Staphylococcus aureus,Staphylococcus aureus,0.9984283368983498,SRR4417445,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739413,ENA_SAMN04901607
Staphylococcus aureus,Staphylococcus aureus,0.9917378646711674,SRR6985647,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739414,ENA_SAMN04901608
Staphylococcus aureus,Staphylococcus aureus,0.9918287750577068,SRR6985639,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739415,ENA_SAMN04901609
Staphylococcus aureus,Staphylococcus aureus,0.9920508351900432,SRR6985643,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739416,ENA_SAMN04901610
Staphylococcus aureus,Staphylococcus aureus,0.9977754830470758,SRR6994983,Intermediate,erythromycin,,1.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739417,ENA_SAMN04901611
Staphylococcus aureus,Staphylococcus aureus,0.992492271843722,SRR6985644,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739418,ENA_SAMN04901612
Staphylococcus aureus,Staphylococcus aureus,0.9983247587655312,SRR6985650,Susceptible,erythromycin,<=,0.25,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739419,ENA_SAMN04901613
Staphylococcus aureus,Staphylococcus aureus,0.9918856391803308,SRR6985722,Resistant,erythromycin,,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739420,ENA_SAMN04901614
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.991807633394626,SRR4417530,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739476,ENA_SAMN04901619
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.992720598055679,SRR4417536,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739477,ENA_SAMN04901643
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9929908216961936,SRR6807658,Resistant,ceftazidime,,32.0,mg/L,Broth dilution,,CLSI,2013,,,,CP027176,SRS1739478,ENA_SAMN04901620
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.988411838086786,SRR4417532,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739479,ENA_SAMN04901629
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9892427840151252,SRR4417533,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739480,ENA_SAMN04901634
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9944439240196612,SRR4417535,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739481,ENA_SAMN04901641
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9927835250756109,SRR4417534,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739482,ENA_SAMN04901637
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9930586452963596,SRR4417537,Resistant,ceftazidime,,32.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739483,ENA_SAMN04901644
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.993033737037994,SRR4417538,Resistant,ceftazidime,,32.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739484,ENA_SAMN04901645
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9920752314178536,SRR4417539,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739485,ENA_SAMN04901646
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.993389905201126,SRR4417540,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739486,ENA_SAMN04901647
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9891794096610216,SRR4417541,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739487,ENA_SAMN04901648
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9928529575788948,SRR4417542,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739488,ENA_SAMN04901621
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.993115267633398,SRR4417544,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739489,ENA_SAMN04901650
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9941314127444502,SRR4417543,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739490,ENA_SAMN04901649
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9885567077942444,SRR4417545,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739491,ENA_SAMN04901651
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9893514185211992,SRR4417547,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739492,ENA_SAMN04901653
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9927516955133386,SRR4417546,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739493,ENA_SAMN04901652
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9929936080020808,SRR4417549,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739494,ENA_SAMN04901655
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9925084767666814,SRR4417548,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739495,ENA_SAMN04901654
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9928262439592436,SRR4417550,Intermediate,ceftazidime,,16.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739496,ENA_SAMN04901656
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9927652547061708,SRR4417551,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739497,ENA_SAMN04901657
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9927493886526806,SRR4417552,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739498,ENA_SAMN04901658
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9886097502273692,SRR4417553,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739499,ENA_SAMN04901622
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9945139167905486,SRR4417555,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739500,ENA_SAMN04901660
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9928435341035108,SRR4417554,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739501,ENA_SAMN04901659
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9928971379608555,SRR4417556,Susceptible,ceftazidime,=,4.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739502,ENA_SAMN04901661
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.992835448533862,SRR4417557,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739503,ENA_SAMN04901662
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9929135284992452,SRR4417558,Susceptible,ceftazidime,=,8.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739504,ENA_SAMN04901623
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.988659518231153,SRR4417559,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739505,ENA_SAMN04901624
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9892614242756882,SRR4417560,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739506,ENA_SAMN04901625
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9886744596157404,SRR4417561,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739507,ENA_SAMN04901626
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9943244544588992,SRR4417563,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739508,ENA_SAMN04901628
Pseudomonas aeruginosa,Pseudomonas aeruginosa,0.9932766244632258,SRR4417562,Susceptible,ceftazidime,<=,2.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739509,ENA_SAMN04901627
Acinetobacter baumannii,Acinetobacter baumannii,0.9828611357363336,SRR4417569,Resistant,ceftazidime,,64.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739515,ENA_SAMN04901663
Acinetobacter baumannii,Acinetobacter baumannii,0.9824746529023144,SRR4417571,Resistant,ceftazidime,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739516,ENA_SAMN04901673
Acinetobacter baumannii,Acinetobacter baumannii,0.9835216038467024,SRR4417575,Resistant,ceftazidime,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739517,ENA_SAMN04901677
Acinetobacter baumannii,Acinetobacter baumannii,0.9826510865693792,SRR4417574,Resistant,ceftazidime,,128.0,mg/L,Broth dilution,,CLSI,2013,,,,,SRS1739519,ENA_SAMN04901676
