accession,old_species,new_species,comments
SRR4417558,Pseudomonas aeruginosa,NA,NA
SRR4417559,Pseudomonas aeruginosa,NA,NA
SRR4417560,Pseudomonas aeruginosa,NA,NA
SRR4417561,Pseudomonas aeruginosa,NA,NA
SRR4417562,Pseudomonas aeruginosa,NA,NA
SRR4417563,Pseudomonas aeruginosa,NA,NA
SRR5093495,Pseudomonas aeruginosa,NA,NA
SRR5093496,Pseudomonas aeruginosa,NA,NA
SRR5093498,Pseudomonas aeruginosa,NA,NA
SRR5093501,Pseudomonas aeruginosa,NA,NA
SRR5093532,Pseudomonas aeruginosa,NA,NA
SRR5093535,Pseudomonas aeruginosa,NA,NA
SRR5093538,Pseudomonas aeruginosa,NA,NA
SRR5093541,Pseudomonas aeruginosa,NA,NA
SRR5093542,Pseudomonas aeruginosa,NA,NA
SRR5093544,Pseudomonas aeruginosa,NA,NA
SRR5093671,Pseudomonas aeruginosa,NA,NA
SRR5093674,Pseudomonas aeruginosa,NA,NA
SRR5093676,Pseudomonas aeruginosa,NA,NA
SRR5093687,Pseudomonas aeruginosa,NA,NA
SRR5093692,Pseudomonas aeruginosa,NA,NA
SRR5093696,Pseudomonas aeruginosa,NA,NA
SRR5093697,Pseudomonas aeruginosa,NA,NA
SRR5093713,Pseudomonas aeruginosa,NA,NA
SRR5093714,Pseudomonas aeruginosa,NA,NA
SRR5093717,Pseudomonas aeruginosa,NA,NA
SRR5093719,Pseudomonas aeruginosa,NA,NA
SRR5093748,Pseudomonas aeruginosa,NA,NA
SRR5093750,Pseudomonas aeruginosa,NA,NA
SRR5093752,Pseudomonas aeruginosa,NA,NA
SRR5093754,Pseudomonas aeruginosa,NA,NA
SRR5093757,Pseudomonas aeruginosa,NA,NA
SRR5120220,Pseudomonas aeruginosa,NA,NA
SRR5120225,Pseudomonas aeruginosa,NA,NA
SRR5122323,Pseudomonas aeruginosa,NA,NA
SRR5122325,Pseudomonas aeruginosa,NA,NA
SRR5122326,Pseudomonas aeruginosa,NA,NA
SRR5122327,Pseudomonas aeruginosa,NA,NA
SRR5122328,Pseudomonas aeruginosa,NA,NA
SRR5122329,Pseudomonas aeruginosa,NA,NA
SRR5122330,Pseudomonas aeruginosa,NA,NA
SRR5122331,Pseudomonas aeruginosa,NA,NA
SRR5122332,Pseudomonas aeruginosa,NA,NA
SRR5237405,Pseudomonas aeruginosa,NA,NA
SRR5642371,Pseudomonas aeruginosa,NA,NA
SRR5642372,Pseudomonas aeruginosa,NA,NA
SRR5642373,Pseudomonas aeruginosa,NA,NA
SRR5642374,Pseudomonas aeruginosa,NA,NA
SRR5642375,Pseudomonas aeruginosa,NA,NA
SRR5642376,Pseudomonas aeruginosa,NA,NA
SRR5642377,Pseudomonas aeruginosa,NA,NA
SRR5642378,Pseudomonas aeruginosa,NA,NA
SRR5642379,Pseudomonas aeruginosa,NA,NA
SRR5642380,Pseudomonas aeruginosa,NA,NA
SRR5642502,Pseudomonas aeruginosa,NA,NA
SRR5642503,Pseudomonas aeruginosa,NA,NA
SRR5642504,Pseudomonas aeruginosa,NA,NA
SRR5642507,Pseudomonas aeruginosa,NA,NA
SRR5642508,Pseudomonas aeruginosa,NA,NA
SRR5642509,Pseudomonas aeruginosa,NA,NA
SRR5642510,Pseudomonas aeruginosa,NA,NA
SRR5642511,Pseudomonas aeruginosa,NA,NA
SRR5642512,Pseudomonas aeruginosa,NA,NA
SRR5642513,Pseudomonas aeruginosa,NA,NA
SRR5642514,Pseudomonas aeruginosa,NA,NA
SRR5642515,Pseudomonas aeruginosa,NA,NA
SRR5642517,Pseudomonas aeruginosa,NA,NA
SRR5642518,Pseudomonas aeruginosa,NA,NA
SRR5642519,Pseudomonas aeruginosa,NA,NA
SRR5901137,Pseudomonas aeruginosa,NA,NA
SRR6037663,Pseudomonas aeruginosa,NA,NA
SRR6799223,Pseudomonas aeruginosa,NA,NA
SRR6799372,Pseudomonas aeruginosa,NA,NA
SRR6799376,Pseudomonas aeruginosa,NA,NA
SRR6799378,Pseudomonas aeruginosa,NA,NA
SRR6799380,Pseudomonas aeruginosa,NA,NA
SRR6799383,Pseudomonas aeruginosa,NA,NA
SRR6799386,Pseudomonas aeruginosa,NA,NA
SRR6799388,Pseudomonas aeruginosa,NA,NA
SRR6799390,Pseudomonas aeruginosa,NA,NA
SRR6807658,Pseudomonas aeruginosa,NA,NA
SRR6818875,Pseudomonas aeruginosa,NA,NA
SRR6985658,Pseudomonas aeruginosa,NA,NA
SRR6985662,Pseudomonas aeruginosa,NA,NA
SRR6985679,Pseudomonas aeruginosa,NA,NA
SRR6985682,Pseudomonas aeruginosa,NA,NA
SRR6985684,Pseudomonas aeruginosa,NA,NA
SRR6985685,Pseudomonas aeruginosa,NA,NA
SRR6985689,Pseudomonas aeruginosa,NA,NA
SRR6985696,Pseudomonas aeruginosa,NA,NA
SRR6985697,Pseudomonas aeruginosa,NA,NA
SRR6985732,Pseudomonas aeruginosa,NA,NA
SRR6994986,Pseudomonas aeruginosa,NA,NA
SRR6994988,Pseudomonas aeruginosa,NA,NA
SRR6994989,Pseudomonas aeruginosa,NA,NA
SRR6994991,Pseudomonas aeruginosa,NA,NA
SRR6994997,Pseudomonas aeruginosa,NA,NA
SRR6995000,Pseudomonas aeruginosa,NA,NA
SRR6995002,Pseudomonas aeruginosa,NA,NA
SRR6995003,Pseudomonas aeruginosa,NA,NA
SRR7252691,Pseudomonas aeruginosa,NA,NA
SRR7818938,Pseudomonas aeruginosa,NA,NA
SRR8737281,Pseudomonas aeruginosa,NA,NA
SRR8737282,Pseudomonas aeruginosa,NA,NA
SRR8737283,Pseudomonas aeruginosa,NA,NA
SRR8737284,Pseudomonas aeruginosa,NA,NA
SRR8737285,Pseudomonas aeruginosa,NA,NA
SRR8737286,Pseudomonas aeruginosa,NA,NA
SRR8737287,Pseudomonas aeruginosa,NA,NA
SRR8737288,Pseudomonas aeruginosa,NA,NA
SRR8737289,Pseudomonas aeruginosa,NA,NA
SRR8737290,Pseudomonas aeruginosa,NA,NA
SRR8737291,Pseudomonas aeruginosa,NA,NA
SRR8737292,Pseudomonas aeruginosa,NA,NA
SRR8737293,Pseudomonas aeruginosa,NA,NA
SRR8737294,Pseudomonas aeruginosa,NA,NA
SRR8737295,Pseudomonas aeruginosa,NA,NA
SRR8737296,Pseudomonas aeruginosa,NA,NA
SRR8737297,Pseudomonas aeruginosa,NA,NA
SRR8737298,Pseudomonas aeruginosa,NA,NA
SRR8737299,Pseudomonas aeruginosa,NA,NA
SRR8737300,Pseudomonas aeruginosa,NA,NA
SRR8737301,Pseudomonas aeruginosa,NA,NA
SRR8737302,Pseudomonas aeruginosa,NA,NA
SRR8737303,Pseudomonas aeruginosa,NA,NA
SRR8737304,Pseudomonas aeruginosa,NA,NA
SRR8737305,Pseudomonas aeruginosa,NA,NA
SRR8737306,Pseudomonas aeruginosa,NA,NA
SRR8737307,Pseudomonas aeruginosa,NA,NA
SRR8737308,Pseudomonas aeruginosa,NA,NA
SRR8737309,Pseudomonas aeruginosa,NA,NA
SRR8737310,Pseudomonas aeruginosa,NA,NA
SRR8737311,Pseudomonas aeruginosa,NA,NA
SRR8737312,Pseudomonas aeruginosa,NA,NA
SRR8737313,Pseudomonas aeruginosa,NA,NA
SRR8737314,Pseudomonas aeruginosa,NA,NA
SRR8737315,Pseudomonas aeruginosa,NA,NA
SRR8737316,Pseudomonas aeruginosa,NA,NA
SRR8737317,Pseudomonas aeruginosa,NA,NA
SRR8737318,Pseudomonas aeruginosa,NA,NA
SRR8737319,Pseudomonas aeruginosa,NA,NA
SRR8737320,Pseudomonas aeruginosa,NA,NA
SRR8737321,Pseudomonas aeruginosa,NA,NA
SRR8737322,Pseudomonas aeruginosa,NA,NA
SRR8737323,Pseudomonas aeruginosa,NA,NA
SRR8737324,Pseudomonas aeruginosa,NA,NA
SRR8737325,Pseudomonas aeruginosa,NA,NA
SRR8737326,Pseudomonas aeruginosa,NA,NA
SRR8737327,Pseudomonas aeruginosa,NA,NA
SRR8737328,Pseudomonas aeruginosa,NA,NA
SRR8737329,Pseudomonas aeruginosa,NA,NA
SRR8737330,Pseudomonas aeruginosa,NA,NA
SRR8737331,Pseudomonas aeruginosa,NA,NA
SRR8737332,Pseudomonas aeruginosa,NA,NA
SRR8737333,Pseudomonas aeruginosa,NA,NA
SRR8737334,Pseudomonas aeruginosa,NA,NA
SRR8737335,Pseudomonas aeruginosa,NA,NA
SRR8737336,Pseudomonas aeruginosa,NA,NA
SRR8737337,Pseudomonas aeruginosa,NA,NA
SRR8737338,Pseudomonas aeruginosa,NA,NA
SRR8737339,Pseudomonas aeruginosa,NA,NA
SRR8737340,Pseudomonas aeruginosa,NA,NA
SRR8737341,Pseudomonas aeruginosa,NA,NA
SRR8737342,Pseudomonas aeruginosa,NA,NA
SRR8737343,Pseudomonas aeruginosa,NA,NA
SRR8737344,Pseudomonas aeruginosa,NA,NA
SRR8737345,Pseudomonas aeruginosa,NA,NA
SRR8737346,Pseudomonas aeruginosa,NA,NA
SRR8737347,Pseudomonas aeruginosa,NA,NA
SRR8737348,Pseudomonas aeruginosa,NA,NA
SRR8737349,Pseudomonas aeruginosa,NA,NA
SRR8737350,Pseudomonas aeruginosa,NA,NA
SRR8737351,Pseudomonas aeruginosa,NA,NA
SRR8737352,Pseudomonas aeruginosa,NA,NA
SRR8737353,Pseudomonas aeruginosa,NA,NA
SRR8737354,Pseudomonas aeruginosa,NA,NA
SRR8737355,Pseudomonas aeruginosa,NA,NA
SRR8737356,Pseudomonas aeruginosa,NA,NA
SRR8737357,Pseudomonas aeruginosa,NA,NA
SRR8737358,Pseudomonas aeruginosa,NA,NA
SRR8737359,Pseudomonas aeruginosa,NA,NA
SRR8737360,Pseudomonas aeruginosa,NA,NA
SRR8737361,Pseudomonas aeruginosa,NA,NA
SRR8737362,Pseudomonas aeruginosa,NA,NA
SRR8737363,Pseudomonas aeruginosa,NA,NA
SRR8737364,Pseudomonas aeruginosa,NA,NA
SRR8737365,Pseudomonas aeruginosa,NA,NA
SRR8737366,Pseudomonas aeruginosa,NA,NA
SRR8737367,Pseudomonas aeruginosa,NA,NA
SRR8737368,Pseudomonas aeruginosa,NA,NA
SRR8737369,Pseudomonas aeruginosa,NA,NA
SRR8737370,Pseudomonas aeruginosa,NA,NA
SRR8737371,Pseudomonas aeruginosa,NA,NA
SRR8737372,Pseudomonas aeruginosa,NA,NA
SRR8737373,Pseudomonas aeruginosa,NA,NA
SRR8737374,Pseudomonas aeruginosa,NA,NA
SRR8737375,Pseudomonas aeruginosa,NA,NA
SRR8737376,Pseudomonas aeruginosa,NA,NA
SRR8737377,Pseudomonas aeruginosa,NA,NA
SRR8737378,Pseudomonas aeruginosa,NA,NA
SRR8737379,Pseudomonas aeruginosa,NA,NA
SRR8737380,Pseudomonas aeruginosa,NA,NA
SRR8737381,Pseudomonas aeruginosa,NA,NA
SRR8737382,Pseudomonas aeruginosa,NA,NA
SRR8737383,Pseudomonas aeruginosa,NA,NA
SRR8737384,Pseudomonas aeruginosa,NA,NA
SRR8737385,Pseudomonas aeruginosa,NA,NA
SRR8737386,Pseudomonas aeruginosa,NA,NA
SRR8737387,Pseudomonas aeruginosa,NA,NA
SRR8737388,Pseudomonas aeruginosa,NA,NA
SRR8737389,Pseudomonas aeruginosa,NA,NA
SRR8737390,Pseudomonas aeruginosa,NA,NA
SRR8737391,Pseudomonas aeruginosa,NA,NA
SRR8737392,Pseudomonas aeruginosa,NA,NA
SRR8737393,Pseudomonas aeruginosa,NA,NA
SRR8737394,Pseudomonas aeruginosa,NA,NA
SRR8737395,Pseudomonas aeruginosa,NA,NA
SRR8737396,Pseudomonas aeruginosa,NA,NA
SRR8737397,Pseudomonas aeruginosa,NA,NA
SRR8737398,Pseudomonas aeruginosa,NA,NA
SRR8737399,Pseudomonas aeruginosa,NA,NA
SRR8737400,Pseudomonas aeruginosa,NA,NA
SRR8737401,Pseudomonas aeruginosa,NA,NA
SRR8737402,Pseudomonas aeruginosa,NA,NA
SRR8737403,Pseudomonas aeruginosa,NA,NA
SRR8737404,Pseudomonas aeruginosa,NA,NA
SRR8737405,Pseudomonas aeruginosa,NA,NA
SRR8737406,Pseudomonas aeruginosa,NA,NA
SRR8737407,Pseudomonas aeruginosa,NA,NA
SRR8737408,Pseudomonas aeruginosa,NA,NA
SRR8737409,Pseudomonas aeruginosa,NA,NA
SRR8737410,Pseudomonas aeruginosa,NA,NA
SRR8737411,Pseudomonas aeruginosa,NA,NA
SRR8737412,Pseudomonas aeruginosa,NA,NA
SRR8737413,Pseudomonas aeruginosa,NA,NA
SRR8737414,Pseudomonas aeruginosa,NA,NA
SRR8737415,Pseudomonas aeruginosa,NA,NA
SRR8737416,Pseudomonas aeruginosa,NA,NA
SRR8737417,Pseudomonas aeruginosa,NA,NA
SRR8737418,Pseudomonas aeruginosa,NA,NA
SRR8737419,Pseudomonas aeruginosa,NA,NA
SRR8737420,Pseudomonas aeruginosa,NA,NA
SRR8737421,Pseudomonas aeruginosa,NA,NA
SRR8737422,Pseudomonas aeruginosa,NA,NA
SRR8737423,Pseudomonas aeruginosa,NA,NA
SRR8737424,Pseudomonas aeruginosa,NA,NA
SRR8737425,Pseudomonas aeruginosa,NA,NA
SRR8737426,Pseudomonas aeruginosa,NA,NA
SRR8737427,Pseudomonas aeruginosa,NA,NA
SRR8737428,Pseudomonas aeruginosa,NA,NA
SRR8737429,Pseudomonas aeruginosa,NA,NA
SRR8737430,Pseudomonas aeruginosa,NA,NA
SRR8737431,Pseudomonas aeruginosa,NA,NA
SRR8737432,Pseudomonas aeruginosa,NA,NA
SRR8737433,Pseudomonas aeruginosa,NA,NA
SRR8737434,Pseudomonas aeruginosa,NA,NA
SRR8737435,Pseudomonas aeruginosa,NA,NA
SRR8737436,Pseudomonas aeruginosa,NA,NA
SRR8737437,Pseudomonas aeruginosa,NA,NA
SRR8737438,Pseudomonas aeruginosa,NA,NA
SRR8737439,Pseudomonas aeruginosa,NA,NA
SRR8737440,Pseudomonas aeruginosa,NA,NA
SRR8737441,Pseudomonas aeruginosa,NA,NA
SRR8737442,Pseudomonas aeruginosa,NA,NA
SRR8737443,Pseudomonas aeruginosa,NA,NA
SRR8737444,Pseudomonas aeruginosa,NA,NA
SRR8737445,Pseudomonas aeruginosa,NA,NA
SRR8737446,Pseudomonas aeruginosa,NA,NA
SRR8737447,Pseudomonas aeruginosa,NA,NA
SRR8737448,Pseudomonas aeruginosa,NA,NA
SRR8737449,Pseudomonas aeruginosa,NA,NA
SRR8737450,Pseudomonas aeruginosa,NA,NA
SRR8737451,Pseudomonas aeruginosa,NA,NA
SRR8737452,Pseudomonas aeruginosa,NA,NA
SRR8737453,Pseudomonas aeruginosa,NA,NA
SRR8737454,Pseudomonas aeruginosa,NA,NA
SRR8737455,Pseudomonas aeruginosa,NA,NA
SRR8737456,Pseudomonas aeruginosa,NA,NA
SRR8737457,Pseudomonas aeruginosa,NA,NA
SRR8737458,Pseudomonas aeruginosa,NA,NA
SRR8737459,Pseudomonas aeruginosa,NA,NA
SRR8737460,Pseudomonas aeruginosa,NA,NA
SRR8737461,Pseudomonas aeruginosa,NA,NA
SRR8737462,Pseudomonas aeruginosa,NA,NA
SRR8737463,Pseudomonas aeruginosa,NA,NA
SRR8737464,Pseudomonas aeruginosa,NA,NA
SRR8737465,Pseudomonas aeruginosa,NA,NA
SRR8737466,Pseudomonas aeruginosa,NA,NA
SRR8737467,Pseudomonas aeruginosa,NA,NA
SRR8737468,Pseudomonas aeruginosa,NA,NA
SRR8737469,Pseudomonas aeruginosa,NA,NA
SRR8737470,Pseudomonas aeruginosa,NA,NA
SRR8737471,Pseudomonas aeruginosa,NA,NA
SRR8737472,Pseudomonas aeruginosa,NA,NA
SRR8737473,Pseudomonas aeruginosa,NA,NA
SRR8737474,Pseudomonas aeruginosa,NA,NA
SRR8737475,Pseudomonas aeruginosa,NA,NA
SRR8737476,Pseudomonas aeruginosa,NA,NA
SRR8737477,Pseudomonas aeruginosa,NA,NA
SRR8737478,Pseudomonas aeruginosa,NA,NA
SRR8737479,Pseudomonas aeruginosa,NA,NA
SRR8737480,Pseudomonas aeruginosa,NA,NA
SRR8737481,Pseudomonas aeruginosa,NA,NA
SRR8737482,Pseudomonas aeruginosa,NA,NA
SRR8737483,Pseudomonas aeruginosa,NA,NA
SRR8737484,Pseudomonas aeruginosa,NA,NA
SRR8737485,Pseudomonas aeruginosa,NA,NA
SRR8737486,Pseudomonas aeruginosa,NA,NA
SRR8737487,Pseudomonas aeruginosa,NA,NA
SRR8737488,Pseudomonas aeruginosa,NA,NA
SRR8737489,Pseudomonas aeruginosa,NA,NA
SRR8737490,Pseudomonas aeruginosa,NA,NA
SRR8737491,Pseudomonas aeruginosa,NA,NA
SRR8737492,Pseudomonas aeruginosa,NA,NA
SRR8737493,Pseudomonas aeruginosa,NA,NA
SRR8737494,Pseudomonas aeruginosa,NA,NA
SRR8737495,Pseudomonas aeruginosa,NA,NA
SRR8737496,Pseudomonas aeruginosa,NA,NA
SRR8737497,Pseudomonas aeruginosa,NA,NA
SRR8737498,Pseudomonas aeruginosa,NA,NA
SRR8737499,Pseudomonas aeruginosa,NA,NA
SRR8737500,Pseudomonas aeruginosa,NA,NA
SRR8737501,Pseudomonas aeruginosa,NA,NA
SRR8737502,Pseudomonas aeruginosa,NA,NA
SRR8737503,Pseudomonas aeruginosa,NA,NA
SRR8737504,Pseudomonas aeruginosa,NA,NA
SRR8737505,Pseudomonas aeruginosa,NA,NA
SRR8737506,Pseudomonas aeruginosa,NA,NA
SRR8737507,Pseudomonas aeruginosa,NA,NA
SRR8737508,Pseudomonas aeruginosa,NA,NA
SRR8737509,Pseudomonas aeruginosa,NA,NA
SRR8737510,Pseudomonas aeruginosa,NA,NA
SRR8737511,Pseudomonas aeruginosa,NA,NA
SRR8737512,Pseudomonas aeruginosa,NA,NA
SRR8737513,Pseudomonas aeruginosa,NA,NA
SRR8737514,Pseudomonas aeruginosa,NA,NA
SRR8737515,Pseudomonas aeruginosa,NA,NA
SRR8737516,Pseudomonas aeruginosa,NA,NA
SRR8737517,Pseudomonas aeruginosa,NA,NA
SRR8737518,Pseudomonas aeruginosa,NA,NA
SRR8737519,Pseudomonas aeruginosa,NA,NA
SRR8737520,Pseudomonas aeruginosa,NA,NA
SRR8737521,Pseudomonas aeruginosa,NA,NA
SRR8737522,Pseudomonas aeruginosa,NA,NA
SRR8737523,Pseudomonas aeruginosa,NA,NA
SRR8737524,Pseudomonas aeruginosa,NA,NA
SRR8737525,Pseudomonas aeruginosa,NA,NA
SRR8737526,Pseudomonas aeruginosa,NA,NA
SRR8737527,Pseudomonas aeruginosa,NA,NA
SRR8737528,Pseudomonas aeruginosa,NA,NA
SRR8737529,Pseudomonas aeruginosa,NA,NA
SRR8737530,Pseudomonas aeruginosa,NA,NA
SRR8737531,Pseudomonas aeruginosa,NA,NA
SRR8737532,Pseudomonas aeruginosa,NA,NA
SRR8737533,Pseudomonas aeruginosa,NA,NA
SRR8737534,Pseudomonas aeruginosa,NA,NA
SRR8737535,Pseudomonas aeruginosa,NA,NA
SRR8737536,Pseudomonas aeruginosa,NA,NA
SRR8737537,Pseudomonas aeruginosa,NA,NA
SRR8737538,Pseudomonas aeruginosa,NA,NA
SRR8737539,Pseudomonas aeruginosa,NA,NA
SRR8737540,Pseudomonas aeruginosa,NA,NA
SRR8737541,Pseudomonas aeruginosa,NA,NA
SRR8737542,Pseudomonas aeruginosa,NA,NA
SRR8737543,Pseudomonas aeruginosa,NA,NA
SRR8737544,Pseudomonas aeruginosa,NA,NA
SRR8737545,Pseudomonas aeruginosa,NA,NA
SRR8737546,Pseudomonas aeruginosa,NA,NA
SRR8737547,Pseudomonas aeruginosa,NA,NA
SRR8737548,Pseudomonas aeruginosa,NA,NA
SRR8737549,Pseudomonas aeruginosa,NA,NA
SRR8737550,Pseudomonas aeruginosa,NA,NA
SRR8737551,Pseudomonas aeruginosa,NA,NA
SRR8737552,Pseudomonas aeruginosa,NA,NA
SRR8737553,Pseudomonas aeruginosa,NA,NA
SRR8737554,Pseudomonas aeruginosa,NA,NA
SRR8737555,Pseudomonas aeruginosa,NA,NA
SRR8737556,Pseudomonas aeruginosa,NA,NA
SRR8737557,Pseudomonas aeruginosa,NA,NA
SRR8737558,Pseudomonas aeruginosa,NA,NA
SRR8737559,Pseudomonas aeruginosa,NA,NA
SRR8737560,Pseudomonas aeruginosa,NA,NA
SRR8737561,Pseudomonas aeruginosa,NA,NA
SRR8737562,Pseudomonas aeruginosa,NA,NA
SRR8737563,Pseudomonas aeruginosa,NA,NA
SRR8737564,Pseudomonas aeruginosa,NA,NA
SRR8737565,Pseudomonas aeruginosa,NA,NA
SRR8737566,Pseudomonas aeruginosa,NA,NA
SRR8737567,Pseudomonas aeruginosa,NA,NA
SRR8737568,Pseudomonas aeruginosa,NA,NA
SRR8737569,Pseudomonas aeruginosa,NA,NA
SRR8737570,Pseudomonas aeruginosa,NA,NA
SRR8737571,Pseudomonas aeruginosa,NA,NA
SRR8737572,Pseudomonas aeruginosa,NA,NA
SRR8737573,Pseudomonas aeruginosa,NA,NA
SRR8737574,Pseudomonas aeruginosa,NA,NA
SRR8737575,Pseudomonas aeruginosa,NA,NA
SRR8737576,Pseudomonas aeruginosa,NA,NA
SRR8737577,Pseudomonas aeruginosa,NA,NA
SRR8737578,Pseudomonas aeruginosa,NA,NA
SRR8737579,Pseudomonas aeruginosa,NA,NA
SRR8737580,Pseudomonas aeruginosa,NA,NA
SRR8737581,Pseudomonas aeruginosa,NA,NA
SRR8737582,Pseudomonas aeruginosa,NA,NA
SRR8737583,Pseudomonas aeruginosa,NA,NA
SRR8737584,Pseudomonas aeruginosa,NA,NA
SRR8737585,Pseudomonas aeruginosa,NA,NA
SRR8737586,Pseudomonas aeruginosa,NA,NA
SRR8737587,Pseudomonas aeruginosa,NA,NA
SRR8737588,Pseudomonas aeruginosa,NA,NA
SRR8737589,Pseudomonas aeruginosa,NA,NA
SRR8737590,Pseudomonas aeruginosa,NA,NA
SRR8737591,Pseudomonas aeruginosa,NA,NA
SRR8737592,Pseudomonas aeruginosa,NA,NA
SRR8737593,Pseudomonas aeruginosa,NA,NA
SRR8737594,Pseudomonas aeruginosa,NA,NA
SRR8737595,Pseudomonas aeruginosa,NA,NA
SRR8737596,Pseudomonas aeruginosa,NA,NA
SRR8737597,Pseudomonas aeruginosa,NA,NA
SRR8737598,Pseudomonas aeruginosa,NA,NA
SRR8737599,Pseudomonas aeruginosa,NA,NA
SRR8737600,Pseudomonas aeruginosa,NA,NA
SRR8737601,Pseudomonas aeruginosa,NA,NA
SRR8737602,Pseudomonas aeruginosa,NA,NA
SRR8737603,Pseudomonas aeruginosa,NA,NA
SRR8737604,Pseudomonas aeruginosa,NA,NA
SRR8737605,Pseudomonas aeruginosa,NA,NA
SRR8737606,Pseudomonas aeruginosa,NA,NA
SRR8737607,Pseudomonas aeruginosa,NA,NA
SRR8737608,Pseudomonas aeruginosa,NA,NA
SRR8737609,Pseudomonas aeruginosa,NA,NA
SRR8737610,Pseudomonas aeruginosa,NA,NA
SRR8737611,Pseudomonas aeruginosa,NA,NA
SRR8737612,Pseudomonas aeruginosa,NA,NA
SRR8737613,Pseudomonas aeruginosa,NA,NA
SRR8737614,Pseudomonas aeruginosa,NA,NA
SRR8737615,Pseudomonas aeruginosa,NA,NA
SRR8737616,Pseudomonas aeruginosa,NA,NA
SRR8737617,Pseudomonas aeruginosa,NA,NA
SRR8737618,Pseudomonas aeruginosa,NA,NA
SRR8737619,Pseudomonas aeruginosa,NA,NA
SRR8737620,Pseudomonas aeruginosa,NA,NA
SRR8737621,Pseudomonas aeruginosa,NA,NA
SRR8737622,Pseudomonas aeruginosa,NA,NA
SRR8737623,Pseudomonas aeruginosa,NA,NA
SRR8737624,Pseudomonas aeruginosa,NA,NA
SRR8737625,Pseudomonas aeruginosa,NA,NA
SRR8737626,Pseudomonas aeruginosa,NA,NA
SRR8737627,Pseudomonas aeruginosa,NA,NA
SRR8737628,Pseudomonas aeruginosa,NA,NA
SRR8737629,Pseudomonas aeruginosa,NA,NA
SRR8737630,Pseudomonas aeruginosa,NA,NA
SRR8737631,Pseudomonas aeruginosa,NA,NA
SRR8737632,Pseudomonas aeruginosa,NA,NA
SRR8737633,Pseudomonas aeruginosa,NA,NA
SRR8737634,Pseudomonas aeruginosa,NA,NA
SRR8737635,Pseudomonas aeruginosa,NA,NA
SRR8737636,Pseudomonas aeruginosa,NA,NA
SRR8737637,Pseudomonas aeruginosa,NA,NA
SRR8737638,Pseudomonas aeruginosa,NA,NA
SRR8737639,Pseudomonas aeruginosa,NA,NA
SRR8737640,Pseudomonas aeruginosa,NA,NA
SRR8737641,Pseudomonas aeruginosa,NA,NA
SRR8737642,Pseudomonas aeruginosa,NA,NA
SRR8737643,Pseudomonas aeruginosa,NA,NA
SRR8737644,Pseudomonas aeruginosa,NA,NA
SRR8737645,Pseudomonas aeruginosa,NA,NA
SRR8737646,Pseudomonas aeruginosa,NA,NA
SRR8737647,Pseudomonas aeruginosa,NA,NA
SRR8737648,Pseudomonas aeruginosa,NA,NA
SRR8737649,Pseudomonas aeruginosa,NA,NA
SRR8737650,Pseudomonas aeruginosa,NA,NA
SRR8737651,Pseudomonas aeruginosa,NA,NA
SRR8737652,Pseudomonas aeruginosa,NA,NA
SRR8737653,Pseudomonas aeruginosa,NA,NA
SRR8737654,Pseudomonas aeruginosa,NA,NA
SRR8737655,Pseudomonas aeruginosa,NA,NA
SRR8737656,Pseudomonas aeruginosa,NA,NA
SRR8737657,Pseudomonas aeruginosa,NA,NA
SRR8737658,Pseudomonas aeruginosa,NA,NA
SRR8737659,Pseudomonas aeruginosa,NA,NA
SRR8737660,Pseudomonas aeruginosa,NA,NA
SRR8737661,Pseudomonas aeruginosa,NA,NA
SRR8737662,Pseudomonas aeruginosa,NA,NA
SRR8737663,Pseudomonas aeruginosa,NA,NA
SRR8737664,Pseudomonas aeruginosa,NA,NA
SRR8737665,Pseudomonas aeruginosa,NA,NA
SRR8737666,Pseudomonas aeruginosa,NA,NA
SRR8737667,Pseudomonas aeruginosa,NA,NA
SRR8737668,Pseudomonas aeruginosa,NA,NA
SRR8737669,Pseudomonas aeruginosa,NA,NA
SRR8737670,Pseudomonas aeruginosa,NA,NA
SRR8737671,Pseudomonas aeruginosa,NA,NA
SRR8737672,Pseudomonas aeruginosa,NA,NA
SRR8737673,Pseudomonas aeruginosa,NA,NA
SRR8737674,Pseudomonas aeruginosa,NA,NA
SRR8737675,Pseudomonas aeruginosa,NA,NA
SRR8737676,Pseudomonas aeruginosa,NA,NA
SRR8737677,Pseudomonas aeruginosa,NA,NA
SRR8737678,Pseudomonas aeruginosa,NA,NA
SRR8737679,Pseudomonas aeruginosa,NA,NA
SRR8737680,Pseudomonas aeruginosa,NA,NA
SRR8737681,Pseudomonas aeruginosa,NA,NA
SRR8737682,Pseudomonas aeruginosa,NA,NA
SRR8737683,Pseudomonas aeruginosa,NA,NA
SRR8737684,Pseudomonas aeruginosa,NA,NA
SRR8737685,Pseudomonas aeruginosa,NA,NA
SRR8737686,Pseudomonas aeruginosa,NA,NA
SRR8737687,Pseudomonas aeruginosa,NA,NA
SRR8737688,Pseudomonas aeruginosa,NA,NA
SRR8737689,Pseudomonas aeruginosa,NA,NA
SRR8737690,Pseudomonas aeruginosa,NA,NA
SRR8737691,Pseudomonas aeruginosa,NA,NA
SRR8737692,Pseudomonas aeruginosa,NA,NA
SRR8737693,Pseudomonas aeruginosa,NA,NA
SRR8737694,Pseudomonas aeruginosa,NA,NA
ERR1197666,Salmonella enterica,NA,NA
ERR1197668,Salmonella enterica,NA,NA
